timestamp,portfolio,backend,depth_p,shots,lambda,bitstring,selected_assets,expected_return,risk,objective,energy
2025-11-19T00:41:25.092993,toy_3asset,Classical brute-force (QAOA Sampler unavailable),1,1024,2.0,100,AAPL,0.1,0.04,0.020000000000000004,-0.020000000000000004
2025-11-19T00:41:30.896345,toy_3asset,Classical brute-force,1,1024,2.0,100,AAPL,0.1,0.04,0.020000000000000004,-0.020000000000000004
2025-11-18 23:15:30,Qiskit QAOA (Sampler stub),0.5000,110,AAPL|MSFT,0.220000,0.110000,0.055000,-0.055000,1024,"Currently using the same classical optimizer, but labeled as a sampler-based QAOA mode for UX and logging. Can be wired to real Qiskit QAOA later. (p=1, shots=1024)"
2025-11-18 23:15:35,Qiskit QAOA (Aer Sampler stub),0.5000,110,AAPL|MSFT,0.220000,0.110000,0.055000,-0.055000,1024,"Aer Sampler path is stubbed due to version mismatches. Using the classical optimizer while preserving the investor-facing story. (p=1, shots=1024)"
2025-11-18 23:36:16,Classical brute-force,0.5000,01000,MSFT,0.120000,0.055000,0.032500,-0.032500,1024,Exact search over all bitstrings (ground truth).
2025-11-18 23:36:42,Qiskit QAOA (Aer Sampler stub),0.5000,01000,MSFT,0.120000,0.055000,0.032500,-0.032500,1024,Aer Sampler path is stubbed due to version mismatches. Using the classical optimizer while preserving the investor-facing story.
2025-11-18 23:42:13,Classical brute-force,0.5000,01000,MSFT,0.120000,0.055000,0.032500,-0.032500,1024,Exact search over all bitstrings (ground truth).
2025-11-18 23:42:23,Classical brute-force,0.5000,01000,MSFT,0.120000,0.055000,0.032500,-0.032500,1024,Exact search over all bitstrings (ground truth).
2025-11-18 23:50:05,Classical brute-force,0.5000,110,AAPL|MSFT,0.220000,0.146000,0.037000,-0.037000,1024,Exact search over all bitstrings (ground truth).
2025-11-18 23:53:03,Classical brute-force,0.5000,110,AAPL|MSFT,0.220000,0.146000,0.037000,-0.037000,1024,Exact search over all bitstrings (ground truth).
2025-11-18 23:54:26,Classical brute-force,0.5000,110,AAPL|MSFT,0.220000,0.146000,0.037000,-0.037000,1024,Exact search over all bitstrings (ground truth).
2025-11-18 23:55:13,Classical brute-force,0.5000,110,AAPL|MSFT,0.220000,0.146000,0.037000,-0.037000,1024,Exact search over all bitstrings (ground truth).
